protocol_type,service,flag,src_bytes,count,serror_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_rerror_rate,actual,predict
-1.1713493437699538,-1.2905964680294957,0.8776031400190706,-0.020018069498006216,-0.4860691209898829,-0.2750096019656956,-0.6270166042188443,-1.1951664766575056,0.2248469470464766,1.2937391475163862,-0.9933460895918763,0.813071825110945,0.33297538070662835,-0.30656175146975184,-0.9336847957206835,outlier,outlier
0.3151229426734411,1.2114690646545443,-1.1281502325421624,-0.02001910761852106,-0.4860691209898829,-0.2750096019656956,-0.6270166042188443,-0.9766472623864502,0.6704594261062692,-0.17165337437366546,-0.5725026766693738,-1.452209211245124,-0.6013695510572254,-0.30656175146975184,1.0548315150886518,outlier,probe
0.3151229426734411,1.2114690646545443,-0.26854164430163396,-0.02001910761852106,0.27448993011389555,5.635947286310441,-0.6270166042188443,0.754697281453452,1.9765649681780748,0.7203246824289747,-0.8200576254473165,-1.5222694494829405,-0.6732422381159834,4.419551083433513,-0.8857687400385309,dos,probe
1.801595229116836,0.6157391759202492,0.8776031400190706,-0.020019055712495317,-0.23681027230881266,-0.2750096019656956,0.3016558444808698,0.9227889847388795,-0.6049142208579646,-0.8087805578041227,0.44247261332019083,0.7897184123650062,-0.6732422381159834,-0.30656175146975184,-0.9097267678796072,normal,probe
0.3151229426734411,0.6157391759202492,-1.4146864286223386,-0.02001910761852106,2.594514598606934,0.020538242448111185,1.8168582607804034,0.9227889847388795,-0.6356461159655366,-0.830018130585138,1.48220339818755,-1.5222694494829405,-0.6732422381159834,-0.30656175146975184,1.366285877022644,probe,probe
0.3151229426734411,0.3178742315531015,-1.4146864286223386,-0.02001910761852106,2.1407356689567805,0.6116339312757249,1.8168582607804034,0.9227889847388795,-0.6356461159655366,-0.830018130585138,1.383181418676373,-1.5222694494829405,-0.6732422381159834,0.37838213764666345,1.1985796821351098,probe,probe
0.3151229426734411,1.2114690646545443,-1.4146864286223386,-0.02001910761852106,-0.46689536339903137,-0.2750096019656956,1.8168582607804034,-0.32949420473755464,0.6550934785524832,-0.21412851993569598,-0.8695686152029051,-1.4989160367370016,-0.6013695510572254,-0.16957297364646878,1.2464957378172625,outlier,probe
-1.1713493437699538,-1.2310234791560661,0.8776031400190706,-0.01994228670042252,-0.4860691209898829,-0.2750096019656956,-0.6270166042188443,-1.2119756469860485,-0.2668633746746738,1.2937391475163862,-0.9933460895918763,0.813071825110945,1.195447625411724,-0.30656175146975184,-0.9336847957206835,dos,outlier
0.3151229426734411,0.4965931981733901,-1.1281502325421624,-0.02001910761852106,-0.4732866159293152,-0.2750096019656956,1.8168582607804034,0.368086363896969,0.2709447897078345,-0.32031638384077216,-0.9190796049584935,-1.4989160367370016,-0.5654332075278464,-0.30656175146975184,1.1746216542940335,outlier,probe
0.3151229426734411,0.3178742315531015,-1.4146864286223386,-0.02001910761852106,-0.4860691209898829,-0.2750096019656956,-0.6270166042188443,0.9227889847388795,-0.4512547453201052,-0.7238302666800618,-0.9438350998362878,-1.5222694494829405,-0.6732422381159834,-0.30656175146975184,-0.7899366286742255,outlier,probe
0.3151229426734411,0.6157391759202492,1.1641393360992467,-0.02001910761852106,-0.4860691209898829,5.635947286310441,-0.6270166042188443,-0.9682426772221787,-0.6356461159655366,-0.7663054122420921,1.48220339818755,0.813071825110945,-0.6732422381159834,6.5428771396944,-0.9336847957206835,probe,probe
0.3151229426734411,0.3178742315531015,-0.26854164430163396,-0.02001910761852106,2.6839921340309076,-0.2750096019656956,1.8168582607804034,0.9227889847388795,-0.6356461159655366,-0.830018130585138,1.48220339818755,-1.5222694494829405,-0.6732422381159834,-0.23806736255811028,1.438159960545873,probe,probe
0.3151229426734411,0.6157391759202492,1.1641393360992467,-0.02001910761852106,-0.4860691209898829,5.635947286310441,-0.6270166042188443,-0.5480134190086102,-0.6356461159655366,-0.8087805578041227,1.48220339818755,0.813071825110945,-0.6732422381159834,6.5428771396944,-0.9336847957206835,probe,probe
-1.1713493437699538,-1.2905964680294957,0.8776031400190706,-0.02001869237031512,-0.4860691209898829,-0.2750096019656956,-0.6270166042188443,-1.2035710618217772,0.8548507967517005,1.2937391475163862,-0.9933460895918763,0.813071825110945,1.1235749383529658,-0.30656175146975184,-0.9336847957206835,probe,outlier
