protocol_type,service,flag,src_bytes,count,serror_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_rerror_rate,r2l,probe,dos,normal,u2r,distance,Label
-0.12470615670462065,1.7602360151593,0.7511112872365361,-0.0077445244636557805,-0.7257784945454897,-0.6372092679572258,-0.349683030873482,-1.8259911156502953,-1.0266544017850858,1.0664013456654926,-0.43907816809041417,2.756092007079775,8.594782234054632,-0.6395319051152512,-0.38763462350750655,8.623540240629703,8.369180241157073,10.536348796055062,9.621615591278204,8.357810615085132,12.877512495447034,r2l
-0.12470615670462065,-0.6867852074966913,0.7511112872365361,-0.00770534423586746,-0.7257784945454897,-0.6372092679572258,-0.349683030873482,-1.8259911156502953,-1.0176211659132872,1.0664013456654926,-0.43907816809041417,2.756092007079775,5.663099974729855,-0.6395319051152512,-0.38763462350750655,5.478174214564202,5.890927295164541,8.162010355654735,6.820163856278663,5.729228908512219,10.892714427607858,r2l
-0.12470615670462065,-0.6867852074966913,0.7511112872365361,-0.00770534423586746,-0.7170454919159579,-0.6372092679572258,5.196207521885405,-1.775590846426261,-0.8279232126055182,0.6877379851830725,1.3076832431331482,2.756092007079775,0.7769628758552227,-0.6395319051152512,-0.38763462350750655,5.971665563688229,5.112925448274702,7.705556537610686,6.696643190881557,5.8712048427164145,10.69281749464814,r2l
-0.12470615670462065,-0.6867852074966913,0.7511112872365361,-0.00770534423586746,-0.7257784945454897,-0.6372092679572258,-0.349683030873482,-1.8259911156502953,-0.9995546941696901,1.0664013456654926,-0.43907816809041417,2.756092007079775,5.041227980327628,-0.6395319051152512,-0.38763462350750655,4.891717932248604,5.453825647112932,7.720943376045214,6.3027591940024585,5.167450269666393,10.477024663755811,r2l
-0.12470615670462065,-0.6867852074966913,0.7511112872365361,-0.00770534423586746,-0.7170454919159579,-0.6372092679572258,-0.349683030873482,-1.8159110618054883,-0.9995546941696901,1.0664013456654926,-0.43907816809041417,2.756092007079775,5.041227980327628,-0.6395319051152512,-0.38763462350750655,4.889902488941556,5.450090579930393,7.715998286934509,6.300151746168666,5.166476810544278,10.474337488178271,r2l
-0.12470615670462065,-0.747960738063091,0.7511112872365361,-0.007551859952227128,-0.7170454919159579,-0.6372092679572258,5.196207521885405,0.008578684104544139,-0.9453552789388989,-1.027384294649065,-0.2802816761609994,-0.4478339589698615,-0.28910340026287856,-0.617048995298306,-0.35501418179422695,6.1483565296142135,5.758600108937159,6.252814133410826,5.9341152505903665,6.1859495378680665,10.428102554703468,r2l
-0.12470615670462065,-0.747960738063091,0.7511112872365361,-0.0075482826270812375,-0.7170454919159579,-0.6372092679572258,5.196207521885405,-0.7171851927215461,-0.963421750682496,-0.9828356640040744,-0.17441734820805624,-0.4478339589698615,-0.28910340026287856,-0.5945660854813608,-0.15929153151454892,6.0696123994419136,5.67694017628015,6.345611242736591,5.9264830518891305,6.055981718471924,10.404190684318,r2l
-0.12470615670462065,-0.6867852074966913,0.7511112872365361,0.8663697644700961,-0.7170454919159579,-0.6372092679572258,5.196207521885405,0.7343425609306344,-0.4394940701181814,-0.5818979881991592,0.24903996360371639,0.6848671401385957,-0.28910340026287856,-0.5945660854813608,-0.38763462350750655,6.042871599828333,5.398529120295877,6.369698505934859,5.914794746910013,6.146721545630071,10.361379975060364,r2l
-0.12470615670462065,-0.6867852074966913,0.7511112872365361,-0.007720334931716905,-0.7170454919159579,-0.6372092679572258,5.196207521885405,0.7343425609306344,-0.294962296169405,-0.4259777809416921,-0.06855302025511306,0.6525042515926398,-0.28910340026287856,-0.5945660854813608,-0.38763462350750655,5.951017867707049,5.4395398329774975,6.3148926476332,5.771862947967749,6.057527217273672,10.309820780504657,r2l
-0.12470615670462065,-0.6867852074966913,0.7511112872365361,-0.007620510525264923,-0.7170454919159579,-0.6372092679572258,5.196207521885405,0.7343425609306344,-0.294962296169405,-0.4259777809416921,-0.06855302025511306,0.6525042515926398,-0.28910340026287856,-0.5945660854813608,-0.38763462350750655,5.951016989919722,5.439538628958567,6.3148926459169985,5.771862910862687,6.057527216242765,10.30982042217323,r2l
